unitid,year,totcohortsize,w_cohortsize,m_cohortsize,tot4yrgrads,m_4yrgrads,w_4yrgrads,women_gradrate_4yr,womengradrate4yr,gradrate4yr,mengradrate4yr
190512,2007,1470,695,775,578,259,319,45.9,0.459,0.393,0.334
190549,2007,1300,743,557,305,103,202,27.19,0.272,0.235,0.185
190558,2007,2273,1272,1001,122,48,74,5.82,0.058,0.054,0.048
190567,2007,1771,916,855,166,65,101,11.03,0.11,0.094,0.076
190594,2007,1854,1226,628,402,89,313,25.53,0.255,0.217,0.142
190637,2007,874,610,264,129,35,94,15.41,0.154,0.148,0.133
190664,2007,1755,1064,691,440,112,328,30.83,0.308,0.251,0.162
190691,2007,983,636,347,50,11,39,6.13,0.061,0.051,0.032
190725,2007,361,268,93,99,19,80,29.85,0.299,0.274,0.204
191241,2007,1760,910,850,1338,645,693,76.15,0.762,0.76,0.759
191515,2007,468,247,221,419,193,226,91.5,0.915,0.895,0.873
191533,2007,452,256,196,243,92,151,58.98,0.59,0.538,0.469
191630,2007,600,338,262,444,172,272,80.47,0.805,0.74,0.656
191649,2007,1716,907,809,850,344,506,55.79,0.558,0.495,0.425
191676,2007,264,174,90,171,54,117,67.24,0.672,0.648,0.6
191931,2007,906,486,420,476,195,281,57.82,0.578,0.525,0.464
191968,2007,1794,1055,739,1241,488,753,71.37,0.714,0.692,0.66
192192,2007,274,192,82,98,28,70,36.46,0.365,0.358,0.341
192323,2007,577,348,229,362,125,237,68.1,0.681,0.627,0.546
192439,2007,1021,721,300,61,16,45,6.24,0.062,0.06,0.053
192703,2007,708,356,352,427,201,226,63.48,0.635,0.603,0.571
192749,2007,463,315,148,249,59,190,60.32,0.603,0.538,0.399
192819,2007,1019,561,458,713,295,418,74.51,0.745,0.7,0.644
192925,2007,409,255,154,131,56,75,29.41,0.294,0.32,0.364
193016,2007,532,343,189,111,21,90,26.24,0.262,0.209,0.111
193292,2007,370,282,88,140,31,109,38.65,0.386,0.378,0.352
193353,2007,364,252,112,150,31,119,47.22,0.472,0.412,0.277
193399,2007,394,272,122,144,39,105,38.6,0.386,0.365,0.32
193584,2007,456,335,121,268,60,208,62.09,0.621,0.588,0.496
193645,2007,805,733,72,126,2,124,16.92,0.169,0.157,0.028
193654,2007,999,740,259,482,118,364,49.19,0.492,0.482,0.456
193900,2007,4884,3064,1820,2973,1082,1891,61.72,0.617,0.609,0.595
193973,2007,737,435,302,440,164,276,63.45,0.635,0.597,0.543
194161,2007,304,172,132,74,22,52,30.23,0.302,0.243,0.167
194310,2007,1537,937,600,528,183,345,36.82,0.368,0.344,0.305
194824,2007,1288,389,899,836,576,260,66.84,0.668,0.649,0.641
195003,2007,2497,788,1709,648,306,342,43.4,0.434,0.26,0.179
195030,2007,1181,603,578,905,415,490,81.26,0.813,0.766,0.718
195164,2007,527,264,263,283,133,150,56.82,0.568,0.537,0.506
195173,2007,478,261,217,130,48,82,31.42,0.314,0.272,0.221
195216,2007,627,383,244,482,181,301,78.59,0.786,0.769,0.742
195234,2007,611,456,155,326,63,263,57.68,0.577,0.534,0.406
195243,2007,324,163,161,117,49,68,41.72,0.417,0.361,0.304
195304,2007,363,278,85,226,50,176,63.31,0.633,0.623,0.588
195474,2007,781,463,318,578,219,359,77.54,0.775,0.74,0.689
195526,2007,682,406,276,564,213,351,86.45,0.865,0.827,0.772
195544,2007,672,474,198,373,87,286,60.34,0.603,0.555,0.439
195809,2007,3151,1689,1462,1121,455,666,39.43,0.394,0.356,0.311
196413,2007,3092,1756,1336,2119,846,1273,72.49,0.725,0.685,0.633
196592,2007,848,545,303,80,22,58,10.64,0.106,0.094,0.073
197045,2007,492,265,227,146,60,86,32.45,0.324,0.297,0.264
197133,2007,677,409,268,607,233,374,91.44,0.914,0.897,0.869
197869,2007,2730,1401,1329,1133,431,702,50.11,0.501,0.415,0.324
197984,2007,210,90,120,69,28,41,45.56,0.456,0.329,0.233
198385,2007,464,234,230,417,198,219,93.59,0.936,0.899,0.861
198464,2007,4195,2535,1660,1294,391,903,35.62,0.356,0.308,0.236
198507,2007,642,391,251,138,39,99,25.32,0.253,0.215,0.155
198516,2007,1286,746,540,987,380,607,81.37,0.814,0.767,0.704
198835,2007,367,214,153,146,48,98,45.79,0.458,0.398,0.314
198969,2007,433,138,295,76,31,45,32.61,0.326,0.176,0.105
199102,2007,1569,819,750,251,64,187,22.83,0.228,0.16,0.085
199111,2007,571,341,230,211,67,144,42.23,0.422,0.37,0.291
199120,2007,3877,2338,1539,3124,1151,1973,84.39,0.844,0.806,0.748
199139,2007,2926,1520,1406,749,304,445,29.28,0.293,0.256,0.216
199148,2007,2431,1689,742,721,166,555,32.86,0.329,0.297,0.224
199157,2007,1236,764,472,185,47,138,18.06,0.181,0.15,0.1
199193,2007,4895,2179,2716,1975,836,1139,52.27,0.523,0.403,0.308
199218,2007,1913,1138,775,991,340,651,57.21,0.572,0.518,0.439
199281,2007,1101,585,516,170,57,113,19.32,0.193,0.154,0.11
199306,2007,189,90,99,63,28,35,38.89,0.389,0.333,0.283
199412,2007,290,198,92,126,32,94,47.47,0.475,0.434,0.348
199582,2007,417,188,229,91,31,60,31.91,0.319,0.218,0.135
199643,2007,565,321,244,89,35,54,16.82,0.168,0.158,0.143
199847,2007,1123,573,550,919,433,486,84.82,0.848,0.818,0.787
199962,2007,426,209,217,200,87,113,54.07,0.541,0.469,0.401
199999,2007,962,661,301,171,40,131,19.82,0.198,0.178,0.133
200004,2007,1249,651,598,400,142,258,39.63,0.396,0.32,0.237
200059,2007,355,191,164,48,19,29,15.18,0.152,0.135,0.116
200156,2007,264,140,124,88,26,62,44.29,0.443,0.333,0.21
200217,2007,352,206,146,99,20,79,38.35,0.384,0.281,0.137
200226,2007,89,42,47,18,5,13,30.95,0.31,0.202,0.106
200253,2007,418,231,187,60,21,39,16.88,0.169,0.144,0.112
200280,2007,1832,883,949,441,200,241,27.29,0.273,0.241,0.211
200332,2007,2125,965,1160,544,244,300,31.09,0.311,0.256,0.21
200572,2007,184,86,98,42,14,28,32.56,0.326,0.228,0.143
201104,2007,639,371,268,264,77,187,50.4,0.504,0.413,0.287
201371,2007,206,117,89,108,41,67,57.26,0.573,0.524,0.461
201548,2007,627,377,250,323,117,206,54.64,0.546,0.515,0.468
201645,2007,1132,492,640,734,368,366,74.39,0.744,0.648,0.575
201690,2007,564,278,286,59,15,44,15.83,0.158,0.105,0.052
202134,2007,1132,622,510,94,37,57,9.16,0.092,0.083,0.073
202480,2007,1763,893,870,1064,460,604,67.64,0.676,0.604,0.529
202523,2007,585,325,260,455,199,256,78.77,0.788,0.778,0.765
202763,2007,594,416,178,258,53,205,49.28,0.493,0.434,0.298
203085,2007,369,149,220,130,64,66,44.3,0.443,0.352,0.291
203128,2007,333,184,149,199,77,122,66.3,0.663,0.598,0.517
203368,2007,720,358,362,471,216,255,71.23,0.712,0.654,0.597
203517,2007,3729,2300,1429,1031,308,723,31.43,0.314,0.276,0.216
203535,2007,458,249,209,395,175,220,88.35,0.883,0.862,0.837
203580,2007,237,108,129,66,21,45,41.67,0.417,0.278,0.163
203775,2007,387,235,152,177,58,119,50.64,0.506,0.457,0.382
203845,2007,415,201,214,182,75,107,53.23,0.532,0.439,0.35
204024,2007,3456,1902,1554,2359,968,1391,73.13,0.731,0.683,0.623
204185,2007,593,282,311,316,130,186,65.96,0.66,0.533,0.418
204194,2007,350,210,140,171,56,115,54.76,0.548,0.489,0.4
204617,2007,391,207,184,112,48,64,30.92,0.309,0.286,0.261
204796,2007,6155,3039,3116,3602,1534,2068,68.05,0.68,0.585,0.492
204857,2007,3970,2059,1911,1902,781,1121,54.44,0.544,0.479,0.409
206330,2007,240,101,139,57,29,28,27.72,0.277,0.238,0.209
206589,2007,545,287,258,384,159,225,78.4,0.784,0.705,0.616
206604,2007,2371,1339,1032,447,160,287,21.43,0.214,0.189,0.155
206622,2007,858,447,411,572,268,304,68.01,0.68,0.667,0.652
206695,2007,2140,1101,1039,168,70,98,8.9,0.089,0.079,0.067
206914,2007,716,382,334,50,22,28,7.33,0.073,0.07,0.066
207209,2007,559,270,289,48,8,40,14.81,0.148,0.086,0.028
207306,2007,328,173,155,43,13,30,17.34,0.173,0.131,0.084
207324,2007,521,269,252,148,63,85,31.6,0.316,0.284,0.25
207388,2007,3111,1599,1512,1013,399,614,38.4,0.384,0.326,0.264
207500,2007,3824,2043,1781,1331,452,879,43.02,0.43,0.348,0.254
207722,2007,198,123,75,51,13,38,30.89,0.309,0.258,0.173
207847,2007,631,326,305,82,33,49,15.03,0.15,0.13,0.108
207865,2007,896,552,344,116,32,84,15.22,0.152,0.129,0.093
208822,2007,435,279,156,225,61,164,58.78,0.588,0.517,0.391
209056,2007,506,322,184,338,108,230,71.43,0.714,0.668,0.587
209065,2007,476,276,200,281,96,185,67.03,0.67,0.59,0.48
209542,2007,2974,1436,1538,879,333,546,38.02,0.38,0.296,0.217
209551,2007,3505,1839,1666,1528,629,899,48.89,0.489,0.436,0.378
209612,2007,372,242,130,194,59,135,55.79,0.558,0.522,0.454
209807,2007,1427,759,668,252,93,159,20.95,0.21,0.177,0.139
209922,2007,337,187,150,236,99,137,73.26,0.733,0.7,0.66
210146,2007,703,405,298,127,37,90,22.22,0.222,0.181,0.124
210401,2007,444,238,206,315,130,185,77.73,0.777,0.709,0.631
210429,2007,916,527,389,184,54,130,24.67,0.247,0.201,0.139
210571,2007,512,307,205,247,90,157,51.14,0.511,0.482,0.439
210669,2007,581,351,230,431,159,272,77.49,0.775,0.742,0.691
210775,2007,302,165,137,107,48,59,35.76,0.358,0.354,0.35
211088,2007,476,364,112,253,53,200,54.95,0.549,0.532,0.473
211158,2007,1679,969,710,710,237,473,48.81,0.488,0.423,0.334
211291,2007,887,441,446,774,373,401,90.93,0.909,0.873,0.836
211352,2007,513,329,184,202,66,136,41.34,0.413,0.394,0.359
211361,2007,1250,622,628,281,124,157,25.24,0.252,0.225,0.197
211431,2007,199,194,5,93,0,93,47.94,0.479,0.467,0
211440,2007,1407,554,853,1046,612,434,78.34,0.783,0.743,0.717
211468,2007,222,221,1,112,0,112,50.68,0.507,0.505,0
211556,2007,175,175,0,77,0,77,44,0.44,0.44,NA
211583,2007,234,128,106,63,24,39,30.47,0.305,0.269,0.226
211608,2007,278,166,112,26,5,21,12.65,0.126,0.094,0.045
211644,2007,1381,799,582,417,142,275,34.42,0.344,0.302,0.244
211981,2007,475,270,205,221,79,142,52.59,0.526,0.465,0.385
212009,2007,619,319,300,515,237,278,87.15,0.872,0.832,0.79
212054,2007,2260,945,1315,640,254,386,40.85,0.409,0.283,0.193
212106,2007,1354,785,569,796,307,489,62.29,0.623,0.588,0.54
212115,2007,1183,612,571,422,156,266,43.46,0.435,0.357,0.273
212133,2007,483,319,164,206,58,148,46.39,0.464,0.427,0.354
212160,2007,1243,707,536,239,75,164,23.2,0.232,0.192,0.14
212197,2007,487,324,163,344,113,231,71.3,0.713,0.706,0.693
212577,2007,569,301,268,477,214,263,87.38,0.874,0.838,0.799
212601,2007,610,365,245,276,96,180,49.32,0.493,0.452,0.392
212832,2007,291,208,83,58,23,35,16.83,0.168,0.199,0.277
212911,2007,315,169,146,287,131,156,92.31,0.923,0.911,0.897
213020,2007,2524,1450,1074,786,257,529,36.48,0.365,0.311,0.239
213251,2007,377,220,157,271,104,167,75.91,0.759,0.719,0.662
213321,2007,555,268,287,338,173,165,61.57,0.616,0.609,0.603
213349,2007,1888,1111,777,645,182,463,41.67,0.417,0.342,0.234
213358,2007,294,192,102,93,29,64,33.33,0.333,0.316,0.284
213367,2007,804,472,332,424,136,288,61.02,0.61,0.527,0.41
213385,2007,591,277,314,500,253,247,89.17,0.892,0.846,0.806
213507,2007,450,261,189,308,109,199,76.25,0.763,0.684,0.577
213543,2007,1165,450,715,851,485,366,81.33,0.813,0.73,0.678
213613,2007,1217,656,561,321,144,177,26.98,0.27,0.264,0.257
213668,2007,399,211,188,215,84,131,62.09,0.621,0.539,0.447
213783,2007,661,397,264,198,63,135,34.01,0.34,0.3,0.239
213826,2007,407,297,110,218,46,172,57.91,0.579,0.536,0.418
213996,2007,723,459,264,514,185,329,71.68,0.717,0.711,0.701
214041,2007,1326,766,560,491,161,330,43.08,0.431,0.37,0.288
214069,2007,364,273,91,234,51,183,67.03,0.67,0.643,0.56
214157,2007,401,214,187,282,130,152,71.03,0.71,0.703,0.695
214175,2007,551,304,247,445,189,256,84.21,0.842,0.808,0.765
214272,2007,540,336,204,157,44,113,33.63,0.336,0.291,0.216
214777,2007,6492,3121,3371,4191,1943,2248,72.03,0.72,0.646,0.576
215062,2007,2342,1107,1235,2058,1052,1006,90.88,0.909,0.879,0.852
215743,2007,403,258,145,230,71,159,61.63,0.616,0.571,0.49
215798,2007,423,200,223,269,130,139,69.5,0.695,0.636,0.583
215929,2007,1025,574,451,771,307,464,80.84,0.808,0.752,0.681
216010,2007,1720,927,793,639,251,388,41.86,0.419,0.372,0.317
216038,2007,1498,876,622,596,185,411,46.92,0.469,0.398,0.297
216287,2007,365,190,175,324,152,172,90.53,0.905,0.888,0.869
216339,2007,4385,2478,1907,1705,684,1021,41.2,0.412,0.389,0.359
216524,2007,468,242,226,353,159,194,80.17,0.802,0.754,0.704
216694,2007,402,232,170,182,67,115,49.57,0.496,0.453,0.394
216764,2007,1955,1215,740,857,235,622,51.19,0.512,0.438,0.318
216807,2007,311,179,132,195,76,119,66.48,0.665,0.627,0.576
216852,2007,782,382,400,312,133,179,46.86,0.469,0.399,0.332
216931,2007,620,299,321,291,146,145,48.49,0.485,0.469,0.455
217059,2007,1177,597,580,437,189,248,41.54,0.415,0.371,0.326
217156,2007,1477,814,663,1246,548,698,85.75,0.858,0.844,0.827
217402,2007,989,559,430,820,361,459,82.11,0.821,0.829,0.84
217536,2007,556,353,203,338,117,221,62.61,0.626,0.608,0.576
217776,2007,183,114,69,49,20,29,25.44,0.254,0.268,0.29
217819,2007,2061,1352,709,1071,302,769,56.88,0.569,0.52,0.426
217882,2007,2702,1304,1398,1598,677,921,70.63,0.706,0.591,0.484
217998,2007,163,94,69,84,30,54,57.45,0.575,0.515,0.435
218061,2007,776,493,283,127,47,80,16.23,0.162,0.164,0.166
218229,2007,433,296,137,139,35,104,35.14,0.351,0.321,0.255
218238,2007,225,92,133,42,18,24,26.09,0.261,0.187,0.135
218399,2007,295,152,143,40,14,26,17.11,0.171,0.136,0.098
218414,2007,323,122,201,88,41,47,38.52,0.385,0.272,0.204
218663,2007,3690,2117,1573,1999,734,1265,59.75,0.598,0.542,0.467
218724,2007,1647,886,761,443,143,300,33.86,0.339,0.269,0.188
218733,2007,1292,652,640,177,59,118,18.1,0.181,0.137,0.092
218742,2007,805,488,317,191,54,137,28.07,0.281,0.237,0.17
218973,2007,385,193,192,301,141,160,82.9,0.829,0.782,0.734
219000,2007,429,272,157,207,54,153,56.25,0.562,0.483,0.344
219046,2007,472,268,204,51,14,37,13.81,0.138,0.108,0.069
219082,2007,243,110,133,44,23,21,19.09,0.191,0.181,0.173
219198,2007,108,73,35,49,14,35,47.95,0.48,0.454,0.4
219259,2007,340,203,137,70,15,55,27.09,0.271,0.206,0.109
219356,2007,1933,950,983,495,183,312,32.84,0.328,0.256,0.186
219471,2007,1030,612,418,282,105,177,28.92,0.289,0.274,0.251
219602,2007,1188,683,505,178,55,123,18.01,0.18,0.15,0.109
219709,2007,799,453,346,449,187,262,57.84,0.578,0.562,0.54
219718,2007,255,115,140,27,13,14,12.17,0.122,0.106,0.093
219949,2007,210,75,135,43,22,21,28,0.28,0.205,0.163
220075,2007,1918,1063,855,330,110,220,20.7,0.207,0.172,0.129
220215,2007,385,222,163,148,58,90,40.54,0.405,0.384,0.356
220613,2007,783,437,346,271,88,183,41.88,0.419,0.346,0.254
220631,2007,230,159,71,23,19,4,2.52,0.025,0.1,0.268
220710,2007,317,158,159,148,49,99,62.66,0.627,0.467,0.308
221351,2007,452,252,200,335,148,187,74.21,0.742,0.741,0.74
221519,2007,401,235,166,303,115,188,80,0.8,0.756,0.693
221731,2007,153,86,67,49,19,30,34.88,0.349,0.32,0.284
221847,2007,1649,730,919,371,157,214,29.32,0.293,0.225,0.171
221892,2007,238,139,99,85,31,54,38.85,0.388,0.357,0.313
222178,2007,887,476,411,324,113,211,44.33,0.443,0.365,0.275
222983,2007,333,174,159,223,91,132,75.86,0.759,0.67,0.572
223232,2007,2721,1618,1103,1556,552,1004,62.05,0.62,0.572,0.5
224004,2007,160,87,73,29,9,20,22.99,0.23,0.181,0.123
224323,2007,362,200,162,201,85,116,58,0.58,0.555,0.525
225432,2007,831,438,393,22,7,15,3.42,0.034,0.026,0.018
225548,2007,255,103,152,77,31,46,44.66,0.447,0.302,0.204
225627,2007,715,463,252,138,41,97,20.95,0.21,0.193,0.163
226231,2007,322,97,225,108,71,37,38.14,0.381,0.335,0.316
226833,2007,735,384,351,118,43,75,19.53,0.195,0.161,0.123
227216,2007,3495,1996,1499,862,254,608,30.46,0.305,0.247,0.169
227331,2007,283,189,94,51,13,38,20.11,0.201,0.18,0.138
227526,2007,1391,784,607,155,36,119,15.18,0.152,0.111,0.059
227757,2007,742,346,396,585,288,297,85.84,0.858,0.788,0.727
227845,2007,725,437,288,372,127,245,56.06,0.561,0.513,0.441
227863,2007,288,179,109,77,25,52,29.05,0.291,0.267,0.229
228042,2007,262,135,127,92,36,56,41.48,0.415,0.351,0.283
228149,2007,565,334,231,187,54,133,39.82,0.398,0.331,0.234
228246,2007,1306,697,609,870,359,511,73.31,0.733,0.666,0.589
228343,2007,371,232,139,242,84,158,68.1,0.681,0.652,0.604
228431,2007,2268,1375,893,521,156,365,26.55,0.266,0.23,0.175
228459,2007,3237,1900,1337,983,288,695,36.58,0.366,0.304,0.215
228501,2007,242,92,150,34,6,28,30.43,0.304,0.14,0.04
228529,2007,1190,685,505,259,86,173,25.26,0.253,0.218,0.17
228705,2007,651,251,400,115,58,57,22.71,0.227,0.177,0.145
228723,2007,8025,4074,3951,3968,1491,2477,60.8,0.608,0.494,0.377
228769,2007,2096,1041,1055,354,130,224,21.52,0.215,0.169,0.123
228778,2007,7419,3973,3446,3776,1472,2304,57.99,0.58,0.509,0.427
228787,2007,1030,421,609,472,237,235,55.82,0.558,0.458,0.389
228796,2007,2017,1046,971,245,94,151,14.44,0.144,0.121,0.097
228875,2007,1642,965,677,961,348,613,63.52,0.635,0.585,0.514
228981,2007,365,177,188,114,39,75,42.37,0.424,0.312,0.207
229018,2007,372,198,174,48,15,33,16.67,0.167,0.129,0.086
229027,2007,4833,2309,2524,465,179,286,12.39,0.124,0.096,0.071
229115,2007,4439,2065,2374,1455,600,855,41.4,0.414,0.328,0.253
229780,2007,247,129,118,53,20,33,25.58,0.256,0.215,0.169
229814,2007,923,480,443,227,79,148,30.83,0.308,0.246,0.178
230603,2007,865,579,286,185,39,146,25.22,0.252,0.214,0.136
230728,2007,2654,1697,957,544,113,431,25.4,0.254,0.205,0.118
230764,2007,1953,1082,871,469,170,299,27.63,0.276,0.24,0.195
230782,2007,1364,783,581,110,27,83,10.6,0.106,0.081,0.046
231059,2007,524,280,244,364,154,210,75,0.75,0.695,0.631
231174,2007,2432,1346,1086,1577,650,927,68.87,0.689,0.648,0.599
231420,2007,238,70,168,43,23,20,28.57,0.286,0.181,0.137
231554,2007,89,49,40,34,10,24,48.98,0.49,0.382,0.25
231624,2007,1341,729,612,1114,474,640,87.79,0.878,0.831,0.775
231712,2007,1241,706,535,618,200,418,59.21,0.592,0.498,0.374
232025,2007,240,103,137,80,37,43,41.75,0.418,0.333,0.27
232043,2007,203,121,82,100,34,66,54.55,0.545,0.493,0.415
232089,2007,525,228,297,103,42,61,26.75,0.268,0.196,0.141
232186,2007,2174,1222,952,942,316,626,51.23,0.512,0.433,0.332
232265,2007,1179,757,422,585,163,422,55.75,0.557,0.496,0.386
232423,2007,3864,2401,1463,2520,829,1691,70.43,0.704,0.652,0.567
232557,2007,2715,1474,1241,715,278,437,29.65,0.296,0.263,0.224
232566,2007,984,650,334,412,107,305,46.92,0.469,0.419,0.32
232609,2007,598,324,274,274,95,179,55.25,0.552,0.458,0.347
232681,2007,951,649,302,626,175,451,69.49,0.695,0.658,0.579
232706,2007,396,288,108,176,35,141,48.96,0.49,0.444,0.324
232937,2007,938,571,367,179,46,133,23.29,0.233,0.191,0.125
232982,2007,2513,1327,1186,581,200,381,28.71,0.287,0.231,0.169
233277,2007,1840,1055,785,758,273,485,45.97,0.46,0.412,0.348
233374,2007,801,427,374,653,295,358,83.84,0.838,0.815,0.789
233426,2007,565,335,230,327,115,212,63.28,0.633,0.579,0.5
233541,2007,397,205,192,135,49,86,41.95,0.42,0.34,0.255
233897,2007,401,184,217,97,41,56,30.43,0.304,0.242,0.189
233921,2007,5112,2264,2848,3063,1430,1633,72.13,0.721,0.599,0.502
234030,2007,3802,2159,1643,1129,405,724,33.53,0.335,0.297,0.247
234085,2007,410,36,374,240,221,19,52.78,0.528,0.585,0.591
234155,2007,1185,796,389,259,58,201,25.25,0.252,0.219,0.149
234164,2007,375,209,166,81,17,64,30.62,0.306,0.216,0.102
235097,2007,1313,770,543,243,81,162,21.04,0.21,0.185,0.149
235167,2007,677,347,330,288,138,150,43.23,0.432,0.425,0.418
236230,2007,714,453,261,394,134,260,57.4,0.574,0.552,0.513
236328,2007,641,393,248,437,157,280,71.25,0.713,0.682,0.633
236577,2007,716,499,217,390,110,280,56.11,0.561,0.545,0.507
236595,2007,736,479,257,432,127,305,63.67,0.637,0.587,0.494
236896,2007,344,162,182,58,25,33,20.37,0.204,0.169,0.137
236939,2007,3184,1588,1596,1275,508,767,48.3,0.483,0.4,0.318
236948,2007,5163,2771,2392,2968,1213,1755,63.33,0.633,0.575,0.507
237011,2007,2572,1484,1088,970,324,646,43.53,0.435,0.377,0.298
237057,2007,400,239,161,319,124,195,81.59,0.816,0.797,0.77
237066,2007,532,293,239,347,141,206,70.31,0.703,0.652,0.59
237215,2007,296,167,129,18,11,7,4.19,0.042,0.061,0.085
237330,2007,618,335,283,115,49,66,19.7,0.197,0.186,0.173
237358,2007,120,70,50,21,9,12,17.14,0.171,0.175,0.18
237367,2007,632,331,301,87,37,50,15.11,0.151,0.138,0.123
237792,2007,691,366,325,124,48,76,20.77,0.208,0.179,0.148
237899,2007,364,170,194,14,5,9,5.29,0.053,0.038,0.026
237932,2007,499,264,235,110,27,83,31.44,0.314,0.22,0.115
237969,2007,401,203,198,174,71,103,50.74,0.507,0.434,0.359
238032,2007,4664,2156,2508,1561,696,865,40.12,0.401,0.335,0.278
238333,2007,325,183,142,229,99,130,71.04,0.71,0.705,0.697
238430,2007,173,115,58,25,6,19,16.52,0.165,0.145,0.103
238458,2007,652,440,212,277,88,189,42.95,0.43,0.425,0.415
238476,2007,683,350,333,371,145,226,64.57,0.646,0.543,0.435
238616,2007,422,232,190,143,46,97,41.81,0.418,0.339,0.242
238661,2007,302,202,100,98,28,70,34.65,0.346,0.325,0.28
239080,2007,266,191,75,80,8,72,37.7,0.377,0.301,0.107
239105,2007,1811,966,845,1038,442,596,61.7,0.617,0.573,0.523
239628,2007,262,124,138,158,78,80,64.52,0.645,0.603,0.565
239716,2007,542,328,214,372,130,242,73.78,0.738,0.686,0.607
240107,2007,361,252,109,108,26,82,32.54,0.325,0.299,0.239
240189,2007,2048,993,1055,564,258,306,30.82,0.308,0.275,0.245
240277,2007,987,644,343,201,42,159,24.69,0.247,0.204,0.122
240329,2007,1750,1084,666,621,196,425,39.21,0.392,0.355,0.294
240338,2007,181,97,84,82,34,48,49.48,0.495,0.453,0.405
240365,2007,1723,1018,705,300,96,204,20.04,0.2,0.174,0.136
240374,2007,833,418,415,75,38,37,8.85,0.088,0.09,0.092
240417,2007,1489,763,726,309,108,201,26.34,0.263,0.208,0.149
240426,2007,343,197,146,47,14,33,16.75,0.168,0.137,0.096
240444,2007,5980,3197,2783,3291,1332,1959,61.28,0.613,0.55,0.479
240453,2007,4465,2228,2237,585,259,326,14.63,0.146,0.131,0.116
240462,2007,1466,500,966,275,127,148,29.6,0.296,0.188,0.131
240471,2007,1276,743,533,297,103,194,26.11,0.261,0.233,0.193
240480,2007,1611,892,719,358,145,213,23.88,0.239,0.222,0.202
240727,2007,1614,831,783,389,132,257,30.93,0.309,0.241,0.169
243443,2007,690,422,268,41,10,31,7.35,0.074,0.059,0.037
243780,2007,6830,2882,3948,2702,1260,1442,50.03,0.5,0.396,0.319
100654,2008,1044,568,476,115,23,92,16.2,0.162,0.11,0.048
100663,2008,1246,710,536,406,140,266,37.46,0.375,0.326,0.261
